105,69,2
28,95,3
159,99,3
127,28,3
140,32,4
43,28,3
121,9,2
28,16,4
138,15,5
17,83,5
17,37,4
81,0,5
116,71,4
17,86,4
112,39,5
166,80,5
152,2,3
6,80,5
145,35,4
124,61,3
166,5,3
32,6,4
6,56,5
167,87,5
137,50,4
138,34,4
82,26,3
28,83,3
140,44,4
56,33,3
105,34,3
91,48,3
127,88,4
39,22,2
138,77,5
105,55,4
23,62,4
53,14,2
121,11,3
171,74,1
5,41,2
168,45,3
120,20,3
146,30,2
98,18,1
121,68,4
127,46,3
166,76,4
50,12,2
76,4,4
17,39,5
171,88,3
28,27,5
142,51,4
80,27,3
110,98,5
28,7,3
63,76,3
76,56,2
158,52,4
26,74,4
150,81,3
159,10,5
120,95,4
130,55,4
117,65,4
169,15,2
21,38,2
105,33,3
171,14,2
140,34,5
7,67,2
17,78,4
17,10,4
33,27,4
28,13,3
145,45,4
28,10,4
33,90,3
159,6,2
81,39,5
17,57,3
168,6,1
170,6,3
140,94,4
21,61,3
28,86,3
21,4,5
26,90,5
142,57,3
44,69,2
21,43,3
150,99,4
28,72,4
36,92,5
76,47,2
16,13,1
16,54,2
120,30,3
170,78,3
39,35,4
141,6,3
150,94,2
82,1,1
140,14,2
107,86,4
150,1,3
94,22,4
97,85,2
171,46,4
168,56,4
17,99,5
140,95,3
143,20,2
69,60,1
17,84,5
100,39,4
158,36,2
167,99,3
43,34,2
37,75,4
158,26,2
16,5,2
140,88,4
145,99,4
105,41,3
162,78,3
159,87,3
4,30,3
127,51,2
105,61,4
150,74,2
60,97,3
141,18,3
34,87,1
167,58,3
158,53,4
138,35,5
100,58,1
121,75,4
28,99,3
26,40,5
21,99,3
167,73,3
81,98,4
150,24,3
82,33,5
166,28,4
121,24,4
47,27,3
66,24,4
166,43,4
53,84,4
28,57,5
26,76,3
121,27,4
44,20,3
26,78,5
37,6,3
132,28,5
105,90,4
12,69,2
7,23,3
109,33,5
132,23,1
54,59,5
33,21,1
105,77,5
76,98,4
91,11,3
150,70,4
39,48,3
33,80,5
26,83,4
169,42,3
94,34,4
167,13,1
144,7,4
168,76,3
150,31,5
16,2,3
7,94,2
81,37,3
7,13,2
7,30,3
16,28,2
163,14,2
37,46,4
110,63,5
150,36,2
76,2,3
159,40,3
16,27,5
116,65,3
9,43,3
16,75,3
30,84,3
16,67,2
36,39,5
12,41,3
138,94,5
16,48,3
144,98,4
111,2,3
91,65,3
21,3,3
109,15,1
81,48,4
36,22,2
132,43,5
121,91,3
7,27,5
94,16,3
114,21,2
12,30,2
141,79,2
16,65,4
108,11,5
12,0,2
104,77,3
36,6,4
100,37,3
69,38,2
12,61,4
45,45,4
138,62,4
168,62,1
33,15,3
127,1,4
81,78,3
16,3,1
145,53,4
4,49,3
142,66,1
158,54,4
53,11,4
93,59,3
105,14,3
107,52,3
105,47,3
112,93,2
26,20,4
158,51,5
53,78,4
127,4,4
12,27,4
144,32,2
116,26,4
66,60,3
16,58,3
7,35,4
167,56,4
121,89,3
17,87,4
116,52,4
16,15,2
17,41,3
32,73,4
94,57,3
17,13,4
1,89,1
21,91,3
166,53,4
140,24,3
150,11,4
140,22,3
94,38,3
150,56,1
81,35,4
4,52,5
170,24,3
1,22,2
28,64,4
81,28,3
17,94,3
121,58,4
130,21,1
105,17,4
21,87,3
166,94,3
12,20,4
139,2,2
12,40,3
158,44,4
132,39,3
6,46,5
152,57,2
12,92,4
166,8,2
132,4,5
40,96,4
119,63,5
167,74,2
16,68,4
132,18,4
159,54,4
76,62,3
144,65,3
7,41,3
55,34,3
44,81,3
146,34,3
110,3,4
144,17,2
91,42,5
121,59,5
159,0,5
16,83,3
17,15,2
26,35,5
138,93,5
54,37,3
158,73,3
121,98,2
168,38,2
159,59,4
144,13,2
90,86,3
69,98,4
52,17,4
60,75,2
46,58,4
94,6,3
44,97,3
4,87,3
21,11,4
104,18,3
16,64,3
26,26,5
21,68,3
158,20,3
60,72,1
138,70,5
132,97,3
94,94,3
4,1,4
26,73,1
26,94,4
145,41,2
17,89,4
45,7,2
159,82,1
7,20,1
112,91,4
12,34,2
17,38,3
44,6,2
166,41,3
117,66,5
94,90,5
4,58,3
129,21,1
36,88,3
5,75,4
54,50,4
1,18,3
20,75,4
121,49,3
36,16,3
16,80,4
17,6,3
43,42,2
140,50,5
94,4,5
142,67,2
140,0,4
152,73,5
36,54,5
53,36,4
166,69,2
138,26,5
21,35,4
112,77,3
150,87,4
12,6,4
11,82,5
105,52,4
76,37,4
94,76,4
169,72,2
167,90,2
26,0,5
53,59,3
64,2,1
150,14,3
37,8,3
88,25,2
6,70,5
29,29,4
109,79,2
53,81,5
94,21,4
150,26,3
159,14,2
7,90,1
1,38,2
167,36,4
53,92,4
7,14,3
6,32,4
127,89,2
140,74,4
127,45,3
168,53,4
109,74,1
166,49,3
146,61,2
97,54,3
29,98,3
97,44,2
81,7,3
121,26,4
76,77,3
138,92,4
60,76,4
159,49,4
141,33,5
77,23,4
56,89,4
17,43,3
91,2,3
23,25,3
167,79,2
7,72,4
167,71,3
97,43,2
17,29,3
53,29,3
127,40,5
4,35,4
144,15,2
168,30,3
26,23,4
94,89,3
21,98,3
116,77,5
53,18,3
167,76,4
112,40,5
150,92,5
28,32,3
150,50,3
116,63,4
140,68,4
145,0,4
152,28,5
121,0,3
56,17,2
56,37,2
121,97,4
97,38,2
17,91,3
37,79,3
4,67,4
127,22,3
166,96,4
81,80,5
7,73,3
60,50,3
124,21,3
99,60,1
124,80,5
140,90,5
48,86,3
144,6,3
110,72,1
109,7,4
30,12,3
159,4,5
138,83,5
56,81,5
159,48,4
33,36,3
7,32,2
150,54,4
28,3,4
26,22,4
30,73,4
21,10,1
21,1,1
110,45,4
16,30,2
28,1,3
69,73,5
168,9,3
106,86,3
105,56,2
140,43,4
81,67,4
96,60,1
20,84,3
77,6,5
135,81,5
132,37,4
171,53,4
8,2,3
16,44,3
22,65,3
107,39,3
44,87,3
168,29,4
44,72,4
12,36,4
14,42,1
21,23,3
48,59,3
33,26,5
36,33,5
146,84,3
76,54,2
129,84,3
7,28,3
97,62,3
105,70,3
140,49,3
91,74,2
9,4,4
29,80,5
30,31,5
40,22,3
145,28,4
145,54,3
81,5,2
105,44,3
28,38,4
69,7,4
4,57,3
36,65,5
97,11,4
168,23,2
132,53,4
140,29,4
116,6,3
28,77,2
105,81,5
95,80,5
4,73,5
130,89,1
105,4,5
77,36,3
1,73,3
12,25,3
110,53,5
7,38,2
126,28,4
56,39,3
76,71,4
76,96,3
44,11,4
26,7,4
109,64,3
26,68,5
44,70,4
104,15,2
6,72,4
132,83,3
127,11,5
138,31,5
115,25,2
159,95,5
132,49,4
44,57,4
8,14,3
8,80,5
124,84,2
32,32,2
112,50,4
16,91,3
142,33,4
11,72,3
127,77,4
55,9,3
26,75,2
17,70,5
60,13,2
159,36,5
11,78,4
144,52,3
56,48,4
94,2,3
135,45,5
26,5,5
127,78,3
108,79,2
171,30,5
94,96,4
159,80,5
23,47,1
44,5,1
167,68,4
17,76,3
12,95,5
17,74,3
26,80,1
105,5,1
26,15,4
1,5,5
150,7,4
94,0,2
150,23,2
36,8,3
118,64,1
81,86,3
26,1,5
94,88,3
6,48,4
81,65,4
144,1,3
138,28,4
76,86,2
81,62,3
81,26,3
26,8,4
116,55,3
138,67,3
168,17,2
53,4,4
161,40,1
68,66,1
109,42,1
53,67,4
170,98,4
116,16,4
140,21,5
44,45,3
91,55,2
112,43,3
4,66,5
26,12,5
38,25,2
30,70,5
33,29,4
169,43,3
81,77,3
150,83,2
167,17,3
63,30,2
138,22,4
69,39,2
133,66,2
138,3,4
132,34,4
132,42,2
88,47,1
145,77,3
137,27,4
7,54,3
26,69,3
76,10,2
56,36,2
144,29,1
44,0,3
33,87,1
26,16,1
158,1,4
29,59,3
77,61,3
28,68,4
132,73,5
12,85,3
36,56,5
21,33,5
91,33,5
69,54,4
171,15,2
158,99,3
56,11,4
40,7,5
138,20,4
16,16,5
36,85,2
158,17,4
56,46,4
4,44,2
108,69,1
16,0,3
105,20,4
138,55,5
116,34,4
12,47,1
116,4,5
159,24,4
105,94,4
104,68,4
91,16,2
170,13,3
127,43,3
162,31,5
39,80,5
116,81,5
132,12,4
9,47,1
158,45,5
170,83,4
150,93,2
158,43,4
21,67,5
104,94,4
81,95,5
91,34,3
26,27,5
44,16,5
129,50,3
132,95,4
53,51,1
17,69,4
160,51,1
141,89,4
152,91,4
166,88,3
7,61,3
159,91,3
53,65,3
146,16,1
76,51,5
97,55,2
4,6,1
142,78,3
7,82,1
172,2,2
167,4,4
53,50,2
17,11,5
162,86,4
69,35,4
114,25,4
167,95,3
132,58,3
9,37,2
166,21,4
129,80,3
167,61,3
152,47,4
16,74,2
144,5,3
69,12,2
28,41,4
81,2,3
150,84,3
138,72,3
8,59,4
16,26,5
137,16,1
140,85,2
121,95,5
94,67,4
147,87,3
94,63,4
28,5,3
161,50,2
130,52,4
8,57,4
12,48,4
168,0,2
26,52,5
127,67,2
150,97,1
97,17,2
132,70,5
115,11,4
81,55,4
116,24,3
124,65,4
11,52,4
138,23,3
17,8,4
149,70,4
21,20,3
158,88,3
110,29,2
100,20,2
17,16,2
152,83,4
36,19,4
110,60,1
36,40,4
168,46,4
120,11,3
158,57,2
8,33,5
63,81,3
53,89,4
121,64,4
146,19,1
105,45,4
127,83,3
53,56,5
166,71,4
26,91,5
16,18,2
169,62,3
127,34,5
16,6,1
94,91,4
53,76,3
10,81,5
169,10,2
82,87,1
76,23,4
94,81,5
11,2,3
94,19,3
167,14,3
170,88,3
81,25,5
71,53,3
77,89,3
17,65,3
132,61,4
26,47,4
138,32,4
29,13,3
105,71,2
36,96,3
21,78,3
29,50,5
166,90,5
112,88,3
28,18,1
9,22,3
169,7,4
167,50,4
7,63,2
127,94,3
91,81,5
168,21,5
117,60,1
105,68,3
142,65,2
166,70,4
5,56,4
12,53,3
16,23,4
17,72,5
25,46,4
44,52,4
167,49,4
132,31,5
16,76,3
53,69,3
140,61,3
26,99,5
97,24,3
16,33,4
144,84,2
17,47,2
21,9,3
150,19,2
166,29,1
12,15,2
36,52,2
28,61,5
150,27,4
105,8,4
144,23,3
140,93,4
9,80,3
28,49,3
28,75,3
105,16,5
140,25,1
81,89,4
60,9,3
17,79,3
94,71,4
132,20,2
17,42,3
137,95,4
28,20,3
140,9,4
104,35,4
138,58,4
171,99,4
26,97,4
144,51,4
171,70,5
166,12,4
105,65,3
114,54,5
4,24,4
56,5,2
36,29,2
56,23,2
8,25,2
134,9,3
138,13,4
116,22,3
56,72,2
82,72,2
26,33,5
171,10,3
33,14,3
94,54,4
125,70,3
17,92,4
124,5,3
116,58,3
8,38,5
11,63,4
28,33,5
6,8,3
138,18,4
150,21,2
12,18,3
144,44,4
33,82,5
127,49,3
6,58,3
6,92,5
144,35,3
56,49,3
121,80,5
37,54,4
17,22,3
145,78,4
14,5,2
26,49,4
138,0,5
127,70,5
26,42,2
16,11,4
159,92,4
36,44,4
132,3,4
16,40,1
167,55,4
6,36,3
44,10,4
81,22,4
109,87,1
130,38,3
150,62,3
37,10,3
16,63,5
129,78,4
171,21,1
1,26,3
1,56,1
167,7,3
159,23,4
110,15,2
66,27,4
122,66,1
105,75,3
107,62,3
17,67,2
94,83,3
94,7,4
81,56,2
76,53,4
56,9,3
7,25,2
8,5,4
171,90,5
4,97,2
144,12,2
116,76,4
166,50,3
171,55,4
105,36,3
144,71,3
129,31,5
171,12,3
105,11,5
127,53,4
50,66,1
29,71,4
1,12,5
34,57,2
6,24,4
139,88,3
53,61,3
159,77,2
73,47,1
56,96,3
15,32,3
53,97,1
16,49,3
16,41,3
112,32,3
34,83,4
131,66,5
138,54,5
94,51,3
121,42,5
140,54,4
140,40,4
8,94,4
159,12,1
140,3,4
53,6,4
140,20,3
156,69,2
4,17,3
28,36,2
138,38,4
167,15,1
63,96,3
4,99,5
6,10,4
17,56,4
81,72,5
56,20,3
8,41,3
132,63,5
12,26,3
158,84,3
19,57,2
115,39,4
21,31,4
166,13,4
60,45,3
138,87,5
29,32,3
124,35,4
144,0,2
60,57,2
16,92,4
26,63,5
81,9,2
76,8,1
94,41,2
69,13,4
130,5,3
7,2,3
40,71,3
165,17,4
105,74,3
132,21,2
56,95,3
8,54,5
121,93,2
7,1,2
127,90,5
12,9,2
81,87,4
28,42,2
132,99,4
17,58,4
125,48,3
127,96,4
1,86,3
12,35,5
107,53,5
105,40,3
17,1,3
167,69,2
28,43,3
138,48,5
11,19,3
66,87,4
28,84,5
167,82,1
61,62,3
21,73,3
107,43,3
16,90,1
17,54,3
7,93,2
36,57,2
158,25,1
21,8,3
16,46,4
138,69,3
118,38,3
152,10,4
112,63,4
94,11,3
53,26,2
63,28,3
7,56,4
44,30,4
1,1,2
41,66,5
28,52,2
7,83,4
17,64,2
109,67,5
4,2,3
7,4,4
21,19,4
16,25,3
53,93,1
116,20,5
135,1,4
105,91,2
94,93,3
130,58,3
116,67,3
4,85,5
152,53,5
53,79,4
108,47,1
130,47,2
159,19,4
105,49,4
121,71,3
81,33,5
144,24,3
8,15,2
70,61,3
36,63,4
61,84,3
29,14,4
4,95,5
167,5,2
127,0,4
132,76,4
44,96,3
132,50,4
36,83,4
140,12,4
105,96,3
104,59,5
26,81,5
112,78,4
170,63,5
114,45,4
145,84,4
115,30,3
140,86,3
116,82,4
138,66,5
138,84,5
129,73,4
93,85,5
167,11,5
8,98,5
112,70,4
167,34,3
26,11,5
146,11,3
44,26,1
81,1,4
127,39,5
4,8,2
107,78,4
138,57,5
29,51,4
143,32,2
127,65,3
77,87,3
81,42,3
159,33,3
138,73,2
30,3,3
121,16,3
166,86,3
9,84,2
152,90,4
77,91,2
76,9,3
170,7,4
150,71,4
109,65,3
153,92,3
112,98,4
37,77,5
138,39,5
